region	虻田 (1355)	厚真 (1419)	平取 (1512)	千歳 (1411)	江部乙 (1325)	萩野 (1329)	日高 (1514)	穂別 (1446)	幌別 (1420)	幌満 (1398)	三石 (1392)	鵡川 (1478)	室蘭 (1413)	新冠 (1430)	貫気別 (1498)	荻伏 (1401)	長万部 (1403)	礼文 (1399)	様似 (1403)	沙流 (1604)	白老 (1329)	静内 (1420)	高江 (1430)	高島 (1124)	豊浦 (1284)	浦河 (1400)	有珠 (1349)	空念 (105)	八雲 (1499)	旭川 (1331)	近文 (1311)	名寄 (1301)	宗谷 (1284)	天塩 (1250)	網走 (1347)	阿寒 (1266)	足寄 (1119)	美幌 (1372)	広尾 (1114)	白人 (1131)	布伏内 (1462)	伏古 (1140)	春採 (1462)	北見 (1334)	釧路 (1478)	屈斜路 (1267)	芽室 (1137)	藻琴 (1347)	根室 (1415)	虹別 (1504)	帯広 (1140)	音更 (1134)	斜里 (1327)	白糠 (1464)	十勝 (1123)	塘路 (1473)	智来 (1480)	真岡 (1393)	ライチシカ (1595)	白主 (1280)	多蘭泊 (1257)	鵜城 (1568)	相浜 (1446)	内路 (1423)	新問 (1427)	落帆 (1246)	白浜 (1446)	白浦 (1474)	多来加 (1442)	富内 (1241)	弥満別 (1224)	千島 (1503)	幌筵 (1508)	占守 (1503)	択捉 (1190)	南千島 (1190)
白浜 (1446)	0.457942	0.452511	0.456080	0.454208	0.458940	0.457413	0.453593	0.454833	0.456823	0.442238	0.445429	0.454036	0.456360	0.446445	0.452273	0.441956	0.457310	0.457793	0.442238	0.456755	0.457481	0.446370	0.446445	0.156762	0.452466	0.441722	0.457037	0.435135	0.461674	0.460161	0.162864	0.170742	0.492216	0.480883	0.160062	0.153605	0.157717	0.159119	0.444150	0.157403	0.151786	0.156230	0.151183	0.159837	0.450507	0.154017	0.156210	0.159603	0.434403	0.150345	0.156901	0.157234	0.156838	0.453974	0.155998	0.449762	0.914507	0.889531	0.802592	0.504163	0.671041	0.790405	0.993606	0.770426	0.770665	0.697265	1.000000	0.927323	0.759551	0.697941	0.633448	0.591902	0.592327	0.591902	0.133820	0.134258
白浦 (1474)	0.450445	0.448904	0.452496	0.449914	0.454879	0.449907	0.449376	0.451177	0.449386	0.440132	0.443288	0.450471	0.448973	0.444287	0.448655	0.439823	0.449964	0.450387	0.440132	0.451821	0.449965	0.444216	0.444287	0.151534	0.445039	0.439608	0.449609	0.429730	0.455090	0.455912	0.159966	0.163976	0.483551	0.473818	0.153595	0.150208	0.152379	0.153443	0.441973	0.152934	0.147846	0.152425	0.148054	0.153483	0.446703	0.150572	0.152414	0.153193	0.429935	0.147690	0.152420	0.152717	0.151200	0.450163	0.150845	0.446568	0.974188	0.878381	0.835483	0.495295	0.654756	0.825656	0.926080	0.793144	0.793686	0.665621	0.927323	1.000000	0.780592	0.666297	0.619376	0.601434	0.603879	0.601434	0.126869	0.127019
多来加 (1442)	0.449652	0.449489	0.452607	0.448320	0.456100	0.450702	0.450304	0.451042	0.450334	0.439581	0.443906	0.451220	0.450045	0.444757	0.448047	0.440470	0.452906	0.452526	0.439581	0.451931	0.450746	0.444036	0.444757	0.150724	0.443797	0.441010	0.449105	0.408108	0.458339	0.456850	0.158201	0.165617	0.476169	0.474371	0.149158	0.145179	0.151330	0.149846	0.440007	0.151605	0.145086	0.153029	0.146448	0.149085	0.444421	0.144838	0.153661	0.148895	0.432887	0.146453	0.153031	0.151881	0.148662	0.445045	0.148297	0.444212	0.783041	0.761077	0.848490	0.483480	0.565508	0.865761	0.759064	0.962576	0.960485	0.547556	0.759551	0.780592	1.000000	0.547556	0.519757	0.613126	0.608877	0.613126	0.130908	0.129062
富内 (1241)	0.512266	0.516817	0.521764	0.518480	0.538165	0.517948	0.518533	0.519940	0.513848	0.507884	0.514173	0.519646	0.513296	0.515178	0.520066	0.508296	0.509340	0.509936	0.507884	0.522442	0.518041	0.515102	0.515178	0.219149	0.506682	0.508038	0.511287	0.543243	0.513603	0.541177	0.241854	0.264028	0.692183	0.677686	0.232609	0.226003	0.221012	0.232046	0.509303	0.222318	0.213044	0.223169	0.214944	0.231352	0.512235	0.225201	0.223106	0.232035	0.495585	0.212562	0.223169	0.222890	0.229152	0.506866	0.217609	0.513011	0.655358	0.692775	0.574107	0.706189	0.868181	0.562428	0.699327	0.556568	0.555717	0.994589	0.697941	0.666297	0.547556	1.000000	0.922133	0.189093	0.192242	0.189093	0.200952	0.201202
弥満別 (1224)	0.519937	0.529766	0.533374	0.528678	0.551935	0.529143	0.530067	0.531676	0.522866	0.519380	0.525055	0.532530	0.522210	0.526052	0.531776	0.519143	0.516031	0.516754	0.519380	0.534052	0.529265	0.525975	0.526052	0.231665	0.514241	0.518854	0.518874	0.532432	0.519488	0.556843	0.258198	0.288134	0.723638	0.706586	0.252197	0.240501	0.233815	0.249923	0.520327	0.234611	0.229207	0.234108	0.229463	0.248500	0.527431	0.241889	0.233319	0.250115	0.510148	0.229674	0.234113	0.234594	0.248374	0.520685	0.229989	0.527718	0.612357	0.674379	0.541886	0.740836	0.853700	0.532872	0.634786	0.527900	0.526664	0.923486	0.633448	0.619376	0.519757	0.922133	1.000000	0.171979	0.175128	0.171979	0.213868	0.213772
千島 (1503)	0.138019	0.135316	0.137388	0.133911	0.139366	0.139482	0.135969	0.136820	0.139984	0.127446	0.130047	0.136609	0.139181	0.129984	0.133450	0.127414	0.130234	0.130385	0.127446	0.138064	0.139514	0.129990	0.129984	0.134429	0.130448	0.127400	0.137889	0.162162	0.137450	0.139737	0.139062	0.138759	0.433337	0.430711	0.132443	0.131154	0.134652	0.132828	0.129807	0.135567	0.133535	0.136186	0.135607	0.131299	0.136282	0.131367	0.135427	0.132398	0.125213	0.134923	0.136873	0.135578	0.131946	0.139452	0.133096	0.136558	0.602359	0.591767	0.566220	0.439139	0.497819	0.571755	0.592614	0.609367	0.610070	0.189093	0.591902	0.601434	0.613126	0.189093	0.171979	1.000000	0.978771	0.995951	0.134678	0.132521
幌筵 (1508)	0.136259	0.133575	0.134974	0.132168	0.137649	0.137727	0.133553	0.134410	0.138222	0.125710	0.128295	0.134867	0.137415	0.128229	0.131041	0.125676	0.128460	0.128617	0.125710	0.136326	0.137760	0.128236	0.128229	0.133411	0.128683	0.125661	0.136125	0.162162	0.135670	0.138036	0.137361	0.137080	0.432343	0.429696	0.131485	0.130169	0.133643	0.131857	0.128084	0.134540	0.132537	0.135157	0.134611	0.130320	0.135286	0.130392	0.134395	0.131438	0.124265	0.133956	0.135844	0.134552	0.130997	0.137771	0.132079	0.135574	0.604782	0.593510	0.566609	0.438158	0.500233	0.567417	0.593041	0.605078	0.605787	0.192242	0.592327	0.603879	0.608877	0.192242	0.175128	0.978771	1.000000	0.978771	0.133939	0.131666
占守 (1503)	0.138019	0.135316	0.137388	0.133911	0.139366	0.139482	0.135969	0.136820	0.139984	0.127446	0.130047	0.136609	0.139181	0.129984	0.133450	0.127414	0.130234	0.130385	0.127446	0.138064	0.139514	0.129990	0.129984	0.134429	0.130448	0.127400	0.137889	0.162162	0.137450	0.139737	0.139062	0.138759	0.433337	0.430711	0.132443	0.131154	0.134652	0.132828	0.129807	0.135567	0.133535	0.136186	0.135607	0.131299	0.136282	0.131367	0.135427	0.132398	0.125213	0.134923	0.136873	0.135578	0.131946	0.139452	0.133096	0.136558	0.602359	0.591767	0.566220	0.439139	0.497819	0.571755	0.592614	0.609367	0.610070	0.189093	0.591902	0.601434	0.613126	0.189093	0.171979	0.995951	0.978771	1.000000	0.134678	0.132521
択捉 (1190)	0.313222	0.317314	0.323829	0.316881	0.334542	0.322839	0.324968	0.320086	0.320123	0.319974	0.317657	0.319888	0.318284	0.316538	0.317271	0.319025	0.305097	0.305691	0.319297	0.323829	0.322984	0.315232	0.316538	0.663297	0.305997	0.319011	0.312909	0.318919	0.310544	0.339639	0.636257	0.658143	0.292598	0.292533	0.507780	0.512392	0.668397	0.500803	0.337208	0.650070	0.434765	0.646289	0.436145	0.497502	0.438851	0.514389	0.645124	0.506364	0.517617	0.456417	0.647036	0.647259	0.511172	0.363065	0.660294	0.439857	0.125721	0.127648	0.119340	0.285873	0.205427	0.117354	0.133877	0.128585	0.129207	0.200952	0.133820	0.126869	0.130908	0.200952	0.213868	0.134678	0.133939	0.134678	1.000000	0.960340
南千島 (1190)	0.318387	0.324991	0.331773	0.324986	0.339078	0.329109	0.332868	0.328075	0.325486	0.328518	0.325925	0.327571	0.323492	0.324572	0.325450	0.327417	0.309169	0.309953	0.328518	0.331773	0.329309	0.323299	0.324572	0.673205	0.311055	0.326737	0.318052	0.318919	0.314475	0.344743	0.642713	0.663609	0.293615	0.295006	0.518467	0.525318	0.678711	0.513729	0.346510	0.659505	0.446902	0.655477	0.448242	0.509668	0.450948	0.528035	0.654053	0.519954	0.535571	0.471533	0.656263	0.656553	0.526465	0.374994	0.671213	0.453629	0.126043	0.128086	0.119189	0.286846	0.206031	0.117079	0.134288	0.127160	0.127783	0.201202	0.134258	0.127019	0.129062	0.201202	0.213772	0.132521	0.131666	0.132521	0.960340	1.000000
